,title,description,date,type,comp_short,data_exchange,data-price
5791,Цены на природный газ в США за три дня взлетели более чем на 18%,"Биржевая стоимость природного газа в США выросла до самого высокого уровня почти за 14 лет, отразив энергетический кризис в мире. За последний год котировки газа прибавили 168,5%. Эксперты считают, что это не предел","04 мая 2022, 13:00",Новости,"['BRENT', 'LKOH', 'ROSN']","['-1.505', '-3.139', '-3.13']","['107.35', '4552', '396.2']"
5792,«Сбер» и «Самолет» запустили сервис для бронирования квартир на «Домклик»,,"04 мая 2022, 12:55",Новости,"['SBER', 'SMLT', 'ETLN']","['-4.348', '-3.699', '-2.912']","['123.2', '2538.5', '60.68']"
5793,Индия рассчитывает покупать нефть из России по цене менее $70 за баррель,,"04 мая 2022, 12:50",Новости,"['ROSN', 'SIBN', 'BANE']","['-3.13', '-1.942', '-1.051']","['396.2', '408.9', '989']"
5794,Госдума в мае может одобрить законопроект о внешнем управлении,,"04 мая 2022, 12:13",Новости,"['NKE', 'MCD', 'V']","['1.665', '2.415', '2.582']","['125.19', '253.99', '214.13']"
5795,Tesla планирует построить второй завод по сборке электромобилей в Шанхае,,"04 мая 2022, 12:10",Новости,"['TSLA', 'F', 'GM']","['4.616', '2.539', '2.526']","['316.59666666667', '14.94', '41']"
5796,Чистая прибыль Equinor в первом квартале выросла более чем в два раза,,"04 мая 2022, 11:46",Новости,"['SHEL', 'CVX', 'XOM']","['2.154', '2.986', '3.234']","['56.9', '167.6', '91.3']"
5797,Акции «Группы Позитив» выросли на 5% накануне закрытия реестра акционеров,,"04 мая 2022, 11:37",Новости,"['ORCL', 'CSCO', 'YDEX']","['2.333', '3.24', '-3.827']","['75', '51.62', '1699']"
5798,Объем переработки нефти в России в апреле уменьшился на 7%,,"04 мая 2022, 11:29",Новости,"['SIBN', 'ROSN', 'BANE']","['-1.942', '-3.13', '-1.051']","['408.9', '396.2', '989']"
5799,Квартальная прибыль VW после уплаты налогов подскочила почти на 97%,,"04 мая 2022, 11:14",Новости,"['RIDE', 'F', 'GM']","['-0.485', '2.539', '2.526']","['2.05', '14.94', '41']"
5800,Компании США могут обязать раскрыть убытки в связи с ситуацией на Украине,,"04 мая 2022, 11:12",Новости,"['JPM', 'MS', 'BAC']","['3.043', '3.788', '3.784']","['126.99', '87.13', '38.67']"
5801,WSJ узнала о плане Илона Маска вернуть Twitter на биржу через три года,Миллиардер заключил сделку по покупке Twitter за $44 млрд 25 апреля. После покупки соцсеть станет частной,"04 мая 2022, 10:51",Новости,"['SNAP', 'VKCO']","['3.663', '-3.058']","['30', '386.8']"
5802,НПЗ Китая с осторожностью покупают российскую нефть с большими скидками,,"04 мая 2022, 10:45",Новости,"['ROSN', 'BANE', 'SIBN']","['-3.13', '-1.051', '-1.942']","['396.2', '989', '408.9']"
5803,Индекс РТС поднялся выше 1100 пунктов впервые с 8 апреля,Долларовый индикатор РТС растет на фоне сильного укрепления рубля. Однако эксперты ожидают снижения акций компаний-экспортеров в течение дня — на фоне указа Путина о запрете экспорта в недружественные страны,"04 мая 2022, 10:28",Новости,"['RTSI', 'GAZP', 'LKOH']","['3.015', '-2.596', '-3.139']","['1114.13', '234.16', '4552']"
5804,Курс евро упал ниже ₽73 впервые с марта 2020 года,Российская валюта укрепляется по отношению к евро и доллару на фоне продаж валюты со стороны экспортеров и позитивной ситуации на товарных рынках,"04 мая 2022, 10:15",Новости,"['EUR/RUB', 'EUR/USD', 'USD/RUB']","['-5.763', '0.238', '-6.567']","['70.4425', '1.053', '66.3']"
5805,"Курсы доллара и евро рухнули более чем на ₽2, до минимумов с 2020 года",Рубль укрепляется к доллару и европейской валюте на фоне продаж валютной выручки экспортерами,"04 мая 2022, 10:11",Новости,"['USD/RUB', 'EUR/USD', 'EUR/RUB']","['-6.567', '0.238', '-5.763']","['66.3', '1.053', '70.4425']"
5806,Торги на СПБ Бирже и итоги сессии в США и Азии утром 4 мая,"Рынки США закрылись ростом, Азии — падением на фоне ожиданий роста ставок в США. Вот как идут торги на СПБ Бирже — главной торговой площадке иностранными акциями в России","04 мая 2022, 10:00",Новости,"['USD/RUB', 'RTSI', 'IMOEX']","['-6.567', '3.015', '-2.945']","['66.3', '1114.13', '2373.16']"
5807,SEC проводит расследование по поводу IPO DiDi в 2021 году,,"04 мая 2022, 09:45",Новости,"['UBER', 'LYFT', 'DASH']","['-1.336', '-4.067', '5.277']","['28.06', '21.7', '81']"
5808,"Заседание ФРС, топ-10 ставок в банках, новые санкции ЕС: дайджест","Топ-10 ставок по вкладам. ФРС примет решение по ставке. Ожидается, что 4 мая ЕС озвучит шестой пакет санкций, куда войдет эмбарго на российскую нефть через полгода. Заметные события, которые будут влиять на рынки","04 мая 2022, 09:14",События дня,"['MRNA', 'REGN']","['4.072', '-0.171']","['153.62', '660.86']"
5809,Инвестор-активист призвал WD разделить бизнес. Акции взлетели на 13%,"Хедж-фонд Elliott Investment Management призвал выделить производство чипов памяти в отдельную компанию, что в перспективе может привести к росту акций компании более чем на 85%","03 мая 2022, 18:25",Новости,"['WDC', 'NVDA', 'AMD']","['14.752', '2.419', '7.524']","['61.92', '200.69', '97.32']"
5810,Стоимость золота впервые с 11 февраля упала ниже $1850 за унцию,"Стоимость золота падает, поскольку ожидаемое повышение ставок ФРС США и сильный доллар снижают инвестиционную привлекательность драгметалла","03 мая 2022, 13:59",Новости,"['GOLD', 'Silver', 'Platinum']","['-0.056032872618603', '0.48107761385504', '-0.5658852061439']","['2675.5', '31.33', '984']"
5811,Торги на СПБ Бирже и итоги сессии в США и Азии утром 3 мая,Фьючерсы на основные индексы США растут. Азиатские индексы закрылись падением. Вот как идут торги на СПБ Бирже — главной торговой площадке иностранными акциями в России,"03 мая 2022, 11:10",Новости,"['USD', 'IMOEX', 'SPBE']","['0.04476140609109', '-1.4187500224145', '-0.85348506401138']","['96.1079', '2748.81', '139.4']"
5812,Акции Alibaba рухнули на 9% из-за обвинений в адрес тезки Джека Ма,"Несмотря на то, что с 2020 года Ма не занимает никаких руководящих постов в корпорации, новости, связанные с ним, продолжают вызывать колебания котировок Alibaba","03 мая 2022, 10:57",Новости,"['BABA', 'JD', 'BIDU']","['-1.632', '-1.615', '-1.118']","['100.04', '62.15', '126.53']"
