,title,description,date,type,comp_short,data_exchange,data-price
4014,Акции «Самолета» взлетели на 12% после выхода отчета и прогнозов,Компания опубликовала позитивные результаты и дала прогнозы на ближайшие годы. Акции девелопера «Самолет» отреагировали бурным ростом,"24 июн 2022, 10:53",Новости,"['SMLT', 'PIKK', 'LSRG']","['6.916', '2.531', '4.427']","['2690', '709', '585']"
4015,Tesla и PG&E запустили виртуальную электростанцию в Калифорнии,,"24 июн 2022, 10:45",Новости,"['TSLA', 'GE', 'INTC']","['4.645', '4.573', '3.403']","['245.33666666667', '67', '38.59']"
4016,Торги на СПБ Бирже и итоги сессии в США и Азии утром 24 июня,На американских и азиатских рынках возобладала положительная динамика. Индекс Мосбиржи смог преодолеть уровень в 2400 пунктов. Вот как идут торги на СПБ Бирже — главной торговой площадке иностранными акциями в России,"24 июн 2022, 10:10",Новости,"['IMOEX', 'SPBE', 'USD/RUB']","['-0.542', '0.701', '-0.122']","['2391.51', '172.3', '53.4']"
4017,«Русал» отказался от выплаты дивидендов по итогам 2021 года,,"24 июн 2022, 09:26",Новости,"['RUAL', 'MAGN', 'CHMF']","['-0.937', '-2.898', '1.437']","['54.96', '33.845', '818.6']"
4018,"Индекс Мосбиржи, курс рубля, топ-10 ставок по вкладам: дайджест инвестора","Индекс Мосбиржи растет вслед за голубыми фишками — «Газпромом» и Сбербанком. В отстающих — «Полюс». Наметились факторы ослабления рубля. Заметные события, которые будут влиять на рынки","24 июн 2022, 09:19",События дня,"['USD/RUB', 'SIBN', 'IMOEX']","['-0.122', '0.901', '-0.542']","['53.4', '419.75', '2391.51']"
4019,Котировки WeWork взлетели на 11% на фоне сильного прогноза Credit Suisse,,"23 июн 2022, 20:56",Новости,"['PIKK', 'SMLT', 'ETLN']","['9.762', '4.096', '3.664']","['691.5', '2516', '60.54']"
4020,Сотрудники British Airways готовят новую забастовку,,"23 июн 2022, 20:29",Новости,"['DAL', 'LUV', 'AFLT']","['-1.371', '0.365', '0.598']","['29.5', '35.74', '26.92']"
4021,JPMorgan прогнозирует ралли рынка во втором полугодии,,"23 июн 2022, 20:06",Новости,"['JPM', 'MS', 'BK']","['-0.991', '-0.988', '-1.516']","['113.86', '73.12', '41.58']"
4022,Пекин подтвердил план роста ВВП на 2022 год. Акции Alibaba выросли на 7%,,"23 июн 2022, 19:42",Новости,"['BABA', 'WB', 'JD']","['5.77', '-0.39', '0.766']","['111.46', '23', '61.8']"
4023,Миллиардер Кен Гриффин переводит свой хедж-фонд из Чикаго в Майами,,"23 июн 2022, 19:10",Новости,"['C', 'BAC', 'MS']","['-2.722', '-2.55', '-0.988']","['45.74', '31.72', '73.12']"
4024,Microsoft продолжит сокращать свое присутствие на российском рынке,,"23 июн 2022, 18:56",Новости,"['MSFT', 'GOOGL', 'YDEX']","['2.451', '0.511', '3.875']","['258.37', '111.7685', '1662']"
4025,United Airlines сократит ежедневные рейсы на 12%,,"23 июн 2022, 18:34",Новости,"['UAL', 'AAL', 'SAVE']","['-2.619', '-1.445', '0.17']","['35.7', '12.96', '23.61']"
4026,«Яндекс» закрыл сделку по выкупу 93% конвертируемых облигаций,,"23 июн 2022, 18:31",Новости,"['YDEX', 'MSFT', 'GOOGL']","['3.875', '2.451', '0.511']","['1662', '258.37', '111.7685']"
4027,Минфин одобрил зачисление валюты от продажи бумаг на зарубежные счета,"Ранее российские инвесторы могли свободно получать дивиденды и купоны на свои зарубежные брокерские счета, но для продажи ценных бумаг нужно было разрешение специальной комиссии. Теперь это правило отменили","23 июн 2022, 18:15",Новости,['IMOEX'],['1.307'],['2404.54']
4028,Apple видит угрозу для безопасности App Store в новом законопроекте США,,"23 июн 2022, 18:10",Новости,"['AAPL', 'GOOGL', 'MSFT']","['2.389', '0.511', '2.451']","['137.99', '111.7685', '258.37']"
4029,Акции АФК «Система» выросли на 7%,,"23 июн 2022, 18:09",Новости,"['AFKS', 'GCHE']","['4.891', '-0.476']","['13.531', '2718.5']"
4030,ВТБ не будет вводить комиссии по валютным счетам,,"23 июн 2022, 17:40",Новости,"['VTBR', 'SBER']","['0.405', '2.81']","['92.925', '136.85']"
4031,S&P Global прогнозирует более глубокий спад в экономике Великобритании,,"23 июн 2022, 17:29",Новости,"['JPM', 'MS', 'GS']","['-0.991', '-0.988', '-0.312']","['113.86', '73.12', '284.36']"
4032,Toyota вернула руководителя отдела коммуникаций спустя годы после ареста,,"23 июн 2022, 17:23",Новости,"['TM', 'F', 'GM']","['0.245', '0.262', '-0.701']","['159.53', '11.5', '32.6']"
4033,Хедж-фонд Рэя Далио удвоил ставку на обвал европейских акций,"Bridgewater Associates миллиардера Рэя Далио поставил $10,5 млрд на падение акций европейских компаний. По сравнению с прошлой неделей сумма выросла почти вдвое. Фонд остается крупнейшим игроком на понижение в Европе","23 июн 2022, 17:12",Новости,[],[],[]
4034,Bloomberg узнал о планах Uber продать свой индийский бизнес,,"23 июн 2022, 17:03",Новости,"['UBER', 'LYFT', 'YDEX']","['4.291', '6.136', '3.875']","['22.36', '15.74', '1662']"
4035,ЦБ установил курс юаня на 24 июня,,"23 июн 2022, 16:58",Новости,"['MOEX', 'CNY/RUB']","['1.421', '-0.204']","['87.81', '8.0186']"
4036,ЦБ установил курсы доллара и евро на 24 июня,,"23 июн 2022, 16:40",Новости,"['USD', 'EUR', 'MOEX']","['0.04476140609109', '0.36293918062349', '1.421']","['96.1079', '105.6891', '87.81']"
4037,"Поставщик аккумуляторов для Tesla привлек $6,7 млрд по итогам допэмиссии","Китайская компания CATL провела второе по величине размещение новых акций в 2022 году, на первом месте — южнокорейский производитель аккумуляторов LG Energy Solution","23 июн 2022, 16:19",Новости,"['TSLA', 'NEE']","['-0.129', '3.053']","['234.44666666667', '77.29']"
4038,Китайская Yangtze Memory запустит второй завод по выпуску чипов памяти,,"23 июн 2022, 16:16",Новости,"['TSM', 'NVDA', 'AMD']","['-0.895', '-0.65', '-1.344']","['84.14', '161.98', '82.21']"
4039,Правительство РФ обнулило ставку НДС на покупку алмазов и бриллиантов,,"23 июн 2022, 15:59",Новости,"['ALRS', 'PLZL', 'LNZL']","['2.228', '-3.346', '-0.682']","['68.83', '9288', '8740']"
4040,Россия начала вытеснять Ирак с азиатского нефтяного рынка,,"23 июн 2022, 15:00",Новости,"['LKOH', 'ROSN', 'SIBN']","['0.266', '0.212', '-2.405']","['4150', '378.4', '416']"
4041,Цена газа в Европе превысила $1500 за тыс. кубометров,"Биржевые цены на газ в Европе растут на опасениях Германии, связанных с приостановкой поставок газа из России. Страна опасается, что не сможет заполнить хранилища","23 июн 2022, 15:00",Новости,"['BRENT', 'LKOH', 'ROSN']","['-0.656', '0.266', '0.212']","['112.02', '4150', '378.4']"
4042,Samsung Heavy заключила контракт на 14 СПГ-танкеров стоимостью $3 млрд,,"23 июн 2022, 14:32",Новости,"['FLOT', 'AFLT', 'FDX']","['1.094', '0.598', '1.742']","['37.9', '26.92', '232.99']"
4043,Американская Seres представит новую модель электромобиля,,"23 июн 2022, 13:56",Новости,"['TSLA', 'GM', 'RIVN']","['-0.129', '-0.701', '2.489']","['234.44666666667', '32.6', '29.23']"
4044,Глава СПБ Биржи заявил об актуальности запуска торгов иностранными ETF,"Торги такими биржевыми фондами должны были начаться не позднее 1 апреля, как ожидал Банк России. Однако их вывод на биржу приостановили","23 июн 2022, 13:37",Новости,['USD/RUB'],['0.593'],['53.465']
4045,Ford запустит производство электромобилей в Испании к 2030 году,,"23 июн 2022, 13:33",Новости,"['F', 'RACE', 'VOW3@DE']","['0.262', '0.952', '']","['11.5', '185.5', '']"
4046,Регулятор Индии сертифицировал более 80 судов «Совкомфлота»,,"23 июн 2022, 13:23",Новости,"['FLOT', 'FDX', 'FESH']","['1.094', '1.742', '1.432']","['37.9', '232.99', '31.88']"
4047,FAA США призвали пересмотреть отчеты по оценке рисков Boeing,,"23 июн 2022, 13:11",Новости,"['BA', 'SPCE']","['-2.558', '2.07']","['133.31', '6.41']"
4048,СПБ Биржа заявила о планах провести IPO компании АЛМАР до конца лета,Первичное размещений акций компании «АЛМАР — Алмазы Арктики» ожидается в ближайшие два месяца. Она может стать второй публичной компанией в секторе добычи алмазов в России после АЛРОСА,"23 июн 2022, 12:46",Новости,"['ALRS', 'SPBE']","['2.228', '-3.876']","['68.83', '171.1']"
4049,Цены на железную руду в Азии выросли на 5% после выступления Си Цзиньпина,,"23 июн 2022, 12:45",Новости,"['AMEZ', 'MAGN', 'CHMF']","['-2.181', '2.847', '2.698']","['21.3', '34.855', '807']"
4050,СПБ Биржа опровергла новость о создании новых бирж за рубежом,Глава компании Роман Горюнов опроверг сообщения СМИ о возможном создании инвестиционного хаба за границей,"23 июн 2022, 12:32",Новости,"['SPBE', 'MOEX', 'IMOEX']","['-3.876', '1.421', '1.307']","['171.1', '87.81', '2404.54']"
4051,Фонд JPMorgan удвоил ставку на акции китайских технологических компаний,"Для акций китайского технологического сектора худшее уже позади, считают в JPMorgan. Оценка бумаг IT-гигантов Китая выглядит привлекательно для покупки по сравнению с акциями других стран","23 июн 2022, 12:21",Новости,"['BABA', 'JD', 'JPM']","['5.77', '0.766', '-0.991']","['111.46', '61.8', '113.86']"
4052,Акции «Фармсинтеза» выросли на 21% на фоне плана инвестировать ₽1 млрд,,"23 июн 2022, 12:20",Новости,"['PFE', 'MRNA', 'NVAX']","['1.597', '4.787', '12.583']","['49.61', '142.71', '51']"
4053,Бразильский регулятор оштрафовал Citibank за валютные манипуляции,,"23 июн 2022, 12:14",Новости,"['C', 'JPM', 'MS']","['-2.722', '-0.991', '-0.988']","['45.74', '113.86', '73.12']"
4054,Квантовые хедж-фонды выиграли на падении криптовалюты,,"23 июн 2022, 11:34",Новости,"['MSTR', 'RIOT', 'COIN']","['10.697', '7.343', '13.372']","['187.93', '4.97', '58.5']"
4055,Маск оценил потери Tesla в «миллиарды долларов» из-за сбоя в поставках,,"23 июн 2022, 11:19",Новости,"['TSLA', 'GM', 'F']","['-0.129', '-0.701', '0.262']","['234.44666666667', '32.6', '11.5']"
4056,Компания Уоррена Баффета докупила акций Occidental Petroleum на $529 млн,Инвестиционный холдинг продолжает наращивать долю в Occidental на фоне снижения котировок компании,"23 июн 2022, 10:42",Новости,"['OXY', 'BRK B', 'CVX']","['0.445', '-0.831', '-3.443']","['56.39', '267.36', '142.48']"
4057,Стартапы Юго-Восточной Азии уволили сотни сотрудников,,"23 июн 2022, 10:31",Новости,"['BABA', 'BIDU', 'JD']","['5.77', '2.494', '0.766']","['111.46', '145.88', '61.8']"
4058,Торги на СПБ Бирже и итоги сессии в США и Азии утром 23 июня,Рынок США закрылся снижением. Основные индексы Азии торговались разнонаправленно. Цена на нефть снизилась. Вот как идут торги на СПБ Бирже — главной торговой площадке иностранными акциями в России,"23 июн 2022, 10:10",Новости,"['IMOEX', 'SPBE', 'USD/RUB']","['1.307', '-3.876', '0.593']","['2404.54', '171.1', '53.465']"
4059,Гендиректор Red Robin Gourmet Burgers уйдет в отставку в конце года,,"23 июн 2022, 10:03",Новости,"['RRGB', 'MCD', 'KO']","['4.115', '0.505', '0.898']","['8.35', '242.65', '61.77']"
4060,"Акции МТС, снижение цен на нефть, падение доллара до ₽50: дайджест","Акционеры МТС одобрили выплату дивидендов. Доллар упал ниже ₽53, эксперты ждут снижения до ₽50 на этой неделе. Brent дешевеет на опасениях спада в экономике. Заметные события, которые будут влиять на рынки","23 июн 2022, 09:19",События дня,"['USD/RUB', 'MTSS', 'TATNP']","['0.593', '0.803', '1.195']","['53.465', '276.2', '406.4']"
4061,Акции косметического гиганта Revlon выросли на 815% на фоне банкротства,Бумаги Revlon стали новой акцией-мемом. Акции обанкротившегося американского косметического гиганта взлетели из-за активных покупок со стороны частных инвесторов,"22 июн 2022, 21:46",Новости,[],[],[]
4062,В США отчитались о повышении пошлин на более чем 75% российского импорта,,"22 июн 2022, 20:47",Новости,"['ALRS', 'BELU', 'PHOR']","['-2.137', '-0.648', '0.412']","['67.33', '2299', '7802']"
4063,Акции Altria рухнули на 10% на фоне планов FDA США убрать с рынка Juul,,"22 июн 2022, 20:24",Новости,"['MO', 'PM', 'BTI']","['-10', '0.294', '0.467']","['41.4', '99', '43']"
4064,Упадет ли курс доллара до ₽50 и ниже: прогнозы за и против,Во время торгов на Мосбирже 22 июня курс доллара впервые за семь лет опускался ниже ₽53. Может ли он упасть до ₽50 или ниже? Разбираемся вместе с экспертами,"22 июн 2022, 20:14",Что это значит,"['USD/RUB', 'USD']","['-1.162', '0.04476140609109']","['53.15', '96.1079']"
4065,Первое полугодие для индекса S&P500 может стать худшим за 52 года,"Индекс S&P 500 обвалился с начала года на 21%. В последний раз он так сильно падал в течение первого полугодия в 1970 году, подсчитало агентство Bloomberg","22 июн 2022, 20:04",Новости,"['EUR/USD', 'AAPL']","['1.05', '-0.875']","['1.0585', '134.77']"
4066,Акционеры МТС утвердили дивиденды за 2021 год,,"22 июн 2022, 20:01",Новости,"['MTSS', 'RTKM', 'VEON']","['0.477', '-0.568', '3.608076795763']","['274', '59.55', '31.3']"
4067,Инвестиции новой реальности: четыре идеи от Дмитрия Брейтенбихера,"Старший вице-президент, руководитель Private Banking и «Привилегии» ВТБ Дмитрий Брейтенбихер на одном из бизнес-завтраков в рамках ПМЭФ-2022 поделился взглядами на управление крупным частным капиталом","22 июн 2022, 19:45",Мнение профи,"['VTBR', 'GAZP', 'ROSN']","['1.675', '-1.917', '-0.97']","['92.55', '295.8', '377.6']"
4068,Владелец IKEA рассказал о желании когда-нибудь вернуться в Россию,,"22 июн 2022, 19:37",Новости,"['HD', 'LENT', 'WMT']","['-2.248', '-0.219', '-1.943']","['268.33', '682', '120.61']"
4069,Что такое шорт: как трейдеры и инвесторы зарабатывают на падении акций,"Вы можете заработать на акциях, покупая их дешево и продавая дорого. Но есть и другие способы. Рассказываем, что такое короткая позиция, какие у нее плюсы и риски, какие акции можно шортить и многое другое — с примерами","22 июн 2022, 19:33",Что это значит,"['IMOEX', 'RTSI']","['0.624', '1.695']","['2373.52', '1403.36']"
4070,В России Google вновь грозит оборотный штраф за неудаление контента,,"22 июн 2022, 19:04",Новости,"['GOOG', 'VKCO', 'WB']","['0.038', '-2.4', '-0.688']","['2236', '292.8', '23.09']"
4071,В ФРГ объявят о введении режима аварийной ситуации из-за поставок газа,,"22 июн 2022, 18:57",Новости,"['GAZP', 'SNGS', 'LKOH']","['-1.917', '-0.442', '2.324']","['295.8', '22.51', '4139']"
4072,Потенциальные покупатели Toshiba могут оценить компанию в $22 млрд,,"22 июн 2022, 18:54",Новости,"['AMD', 'MSTR', 'AMAT']","['-0.335', '-5.257', '-0.921']","['83.33', '169.77', '93.55']"
4073,Проблемы в цепочке поставок Boeing сохранятся почти до конца 2023 года,,"22 июн 2022, 18:34",Новости,"['BA', 'AFLT', 'DAL']","['0.154', '-0.446', '-0.829']","['136.81', '26.76', '29.91']"
4074,Tesla планирует на две недели приостановить производство в Шанхае,,"22 июн 2022, 18:34",Новости,"['TSLA', 'LI', 'RIVN']","['-1.565', '3.831', '-2.262']","['234.75', '36.86', '28.52']"
4075,Акции Coinbase и Robinhood упали на фоне снижения комиссии Binance в США,,"22 июн 2022, 18:18",Новости,"['COIN', 'HOOD']","['-10.308', '0.266']","['51.6', '7.54']"
4076,eBay приобрела площадку для торговли NFT KnownOrigin,,"22 июн 2022, 18:00",Новости,"['EBAY', 'WMT', 'BABA']","['1.387', '-1.943', '-1.597']","['43.12', '120.61', '105.38']"
4077,Акции Shopify выросли почти на 6% на фоне сотрудничества с Twitter,,"22 июн 2022, 17:43",Новости,"['SHOP', 'VIPS']","['4.151', '-1.388']","['33.7', '10.66']"
4078,Акции Alibaba Health упали на фоне сообщений о запрете онлайн-продаж,,"22 июн 2022, 17:37",Новости,"['BABA', 'JD', 'EBAY']","['-1.597', '-3.615', '1.387']","['105.38', '61.33', '43.12']"
4079,Moderna объявила о высокой эффективности обновленной бустерной вакцины,,"22 июн 2022, 17:29",Новости,"['MRNA', 'PFE', 'AZN']","['3.938', '1.518', '1.652']","['136.19', '48.83', '64']"
4080,Американский брокер Interactive Brokers прекратит пополнять счета рублями,,"22 июн 2022, 17:25",Новости,"['SBER', 'VTBR']","['3.106', '1.675']","['133.11', '92.55']"
4081,Ирак может нарастить поставки нефти в ЕС на фоне сокращения импорта из РФ,,"22 июн 2022, 17:20",Новости,"['BRENT', 'CVX', 'ROSN']","['-2.389', '-5.41', '-0.97']","['112.76', '147.56', '377.6']"
4082,Московская биржа отложила начало торгов узбекским сумом,"Ранее площадка сообщала, что с 27 июня узбекская валюта станет доступна для торгов на валютном рынке. Однако торги армянским драмом и южноафриканским рэндом по-прежнему планируется начать в этот день","22 июн 2022, 17:14",Новости,"['USD', 'EUR', 'CNY']","['0.04476140609109', '0.36293918062349', '0.20142101418801']","['96.1079', '105.6891', '13.581']"
4083,Morgan Stanley предсказал падение акций США на 20% из-за риска рецессии,"В цене акций компаний из США еще не полностью учтены риски рецессии. Но даже если американская экономика избежит рецессии, рынок акций все равно продолжит падение, считают в Morgan Stanley","22 июн 2022, 16:50",Новости,['MS'],['-1.468'],['73.85']
4084,ЦБ установил курс юаня на 23 июня,,"22 июн 2022, 16:48",Новости,"['MOEX', 'CNY/RUB']","['-0.734', '-1.156']","['86.58', '8.035']"
4085,En+ Group сохраняет планы строительства четырех ГЭС,,"22 июн 2022, 16:43",Новости,"['ENPG', 'RUAL', 'GMKN']","['-2.002', '-1.239', '0.638']","['514', '53.825', '189.4']"
4086,ЦБ установил курсы доллара и евро на 23 июня,,"22 июн 2022, 16:36",Новости,"['USD', 'EUR', 'MOEX']","['0.04476140609109', '0.36293918062349', '-0.734']","['96.1079', '105.6891', '86.58']"
4087,Volkswagen по-прежнему придерживается плана по IPO Porsche в 2022 году,,"22 июн 2022, 16:03",Новости,"['RACE', 'TSLA', 'TM']","['0.52', '-1.565', '0.785']","['183.75', '234.75', '159.14']"
4088,Российские авиаперевозчики получат ₽150 млрд субсидий в этом году,,"22 июн 2022, 15:58",Новости,"['DAL', 'AFLT', 'SAVE']","['-0.829', '-0.446', '2.478']","['29.91', '26.76', '23.57']"
4089,Брокер «Финам» временно ограничил операции по вводу и выводу валюты,"Компания «Финам» заверила, что это технические ограничения, которые не затрагивают сделки на бирже и другие операции","22 июн 2022, 15:42",Новости,"['USD/RUB', 'EUR/USD', 'EUR/RUB']","['-1.162', '1.05', '0.293']","['53.15', '1.0585', '56.425']"
4090,МЭА ожидает роста инвестиций в угольную энергетику на 10% в этом году,,"22 июн 2022, 15:29",Новости,"['AA', 'NLMK', 'MAGN']","['-2.54', '0.417', '-1.74']","['48.73', '134.86', '33.89']"
4091,Emirates рассматривает покупку самолетов Airbus вместо Boeing,,"22 июн 2022, 15:01",Новости,"['BA', 'AAL', 'SAVE']","['0.154', '3.3824804856895', '2.478']","['136.81', '11.92', '23.57']"
4092,Ant подаст в ЦБ КНР заявку на получение финансовой лицензии к концу июня,,"22 июн 2022, 14:55",Новости,"['BABA', 'WB', 'JD']","['-1.597', '-0.688', '-3.615']","['105.38', '23.09', '61.33']"
4093,Индекс РТС поднялся выше 1400 пунктов впервые за четыре месяца,Валютный индекс вырос на фоне укрепления рубля,"22 июн 2022, 14:41",Новости,"['RTSI', 'GAZP', 'LKOH']","['1.695', '-1.917', '2.324']","['1403.36', '295.8', '4139']"
4094,CEO VW заявил об угрозе работе заводов из-за прекращения поставок топлива,,"22 июн 2022, 14:29",Новости,"['TSLA', 'GM', 'F']","['-1.565', '0.644', '-0.174']","['234.75', '32.83', '11.47']"
4095,Банки смогут продать зарубежные бумаги недружественным нерезидентам,"Эксперты пояснили «РБК Инвестициям», что решение властей легализует продажу иностранных бумаг нерезидентам из недружественных стран, в том числе для физических лиц. Однако с заблокированными бумагами оно не поможет","22 июн 2022, 13:33",Новости,"['IMOEX', 'RTSI']","['0.624', '1.695']","['2373.52', '1403.36']"
4096,ФАС РФ предложила обязать газовые компании продавать 3–10% газа на бирже,,"22 июн 2022, 13:30",Новости,"['GAZP', 'SNGS', 'SNGSP']","['-1.917', '-0.442', '-2.55']","['295.8', '22.51', '34.4']"
4097,Производитель автомобильных шлангов Nichirin столкнулся с атакой хакеров,,"22 июн 2022, 13:29",Новости,"['TM', 'GM', 'F']","['0.785', '0.644', '-0.174']","['159.14', '32.83', '11.47']"
4098,Kia будет закупать аккумуляторы для электромобилей у китайской CATL,,"22 июн 2022, 13:26",Новости,"['LI', 'TSLA', 'TM']","['3.831', '-1.565', '0.785']","['36.86', '234.75', '159.14']"
4099,CEO Chevron призвал Джо Байдена прекратить критиковать нефтяной сектор,,"22 июн 2022, 13:03",Новости,"['CVX', 'XOM', 'COP']","['-5.41', '-5.041', '-5.139']","['147.56', '87.78', '93.04']"
4100,S&P Global снизило рейтинг китайского девелопера Greenland Holdings,,"22 июн 2022, 12:57",Новости,"['PIKK', 'SMLT', 'ETLN']","['-0.99', '-0.943', '-3.821']","['630', '2417', '58.4']"
4101,Toyota в июле сократит выпуск автомобилей примерно на 50 тыс. единиц,,"22 июн 2022, 12:46",Новости,"['TM', 'LI']","['0.785', '3.831']","['159.14', '36.86']"
4102,Японская SMFG планирует купить 10% акций SBI на сумму $587 млн,,"22 июн 2022, 12:45",Новости,"['C', 'JPM', 'MS']","['-2.042', '-0.811', '-1.468']","['47.02', '115', '73.85']"
4103,"МЭА: инвестиции в $2,4 трлн не решат проблему нехватки поставок энергии",,"22 июн 2022, 12:28",Новости,"['SEDG', 'FSLR', 'RUN']","['-0.922', '-0.767', '-0.215']","['280.4', '67.27', '23.2']"
4104,Franchise Group может сохранить команду менеджеров Kohl's после покупки,,"22 июн 2022, 12:11",Новости,"['TGT', 'WMT', 'AMZN']","['-1.793', '-1.943', '0.528']","['140.8', '120.61', '108.47']"
4105,Власти Индии рекомендовали компаниям нарастить объемы импорта нефти из РФ,,"22 июн 2022, 12:01",Новости,"['LKOH', 'ROSN', 'SIBN']","['2.324', '-0.97', '-4.009']","['4139', '377.6', '426.25']"
4106,Vale планирует потратить $400 млн на вывод из эксплуатации хвостохранилищ,,"22 июн 2022, 12:00",Новости,"['PLZL', 'CHMF']","['-1.713', '1.972']","['9609.5', '785.8']"
4107,Акционеры Activision проголосовали за подготовку отчета о нарушениях,,"22 июн 2022, 11:33",Новости,"['EA', 'TTWO']","['-0.713', '2.323']","['129.48', '129.95']"
4108,Биотех Enanta Pharmaceuticals обвинил Pfizer в нарушении патентных прав,,"22 июн 2022, 11:13",Новости,"['PFE', 'MRNA', 'AZN']","['1.518', '3.938', '1.652']","['48.83', '136.19', '64']"
4109,Уход японских компаний из России замедлился,,"22 июн 2022, 11:06",Новости,"['TM', 'SONY']","['0.785', '-2.736']","['159.14', '83.55']"
4110,Курс доллара впервые за семь лет обвалился ниже ₽53,"Рубль укрепляется к доллару и европейской валюте на фоне налогового периода. Экспортеры массово продают валюту, чтобы выплатить налоги в рублях","22 июн 2022, 10:39",Новости,"['USD/RUB', 'EUR/USD', 'EUR/RUB']","['-1.162', '1.05', '0.293']","['53.15', '1.0585', '56.425']"
4111,Цена нефти Brent упала на 5% и опустилась ниже $109 впервые с 19 мая,"Нефтяные котировки снижаются на новости о возможной отмене налога на топливо в США и на фоне опасений, что замедление роста экономики приведет к снижению спроса на нефть","22 июн 2022, 10:28",Новости,"['BRENT', 'LKOH', 'ROSN']","['-2.389', '2.324', '-0.97']","['112.76', '4139', '377.6']"
4112,Курс евро упал ниже ₽56 впервые с мая 2015 года,Российская валюта укрепляется по отношению к евро и доллару на фоне налогового периода и комиссий на хранение валюты на счетах в банках,"22 июн 2022, 10:11",Новости,"['EUR/RUB', 'EUR/USD', 'USD/RUB']","['0.293', '1.05', '-1.162']","['56.425', '1.0585', '53.15']"
4113,Торги на СПБ Бирже и итоги сессии в США и Азии утром 22 июня,"Основные индексы США закрылись в зеленой зоне, рынок Азии падает. Цены на нефть и газ снижаются. Вот как идут торги на СПБ Бирже — главной торговой площадке иностранными акциями в России","22 июн 2022, 10:10",Новости,"['IMOEX', 'SPBE', 'USD/RUB']","['0.624', '-6.316', '-1.162']","['2373.52', '178', '53.15']"
4114,Moderna построит центр вакцинации в Британии стоимостью £1 млрд,,"22 июн 2022, 09:37",Новости,"['MRNA', 'PFE', 'NVAX']","['3.938', '1.518', '5.841']","['136.19', '48.83', '45.3']"
4115,"Акции «Газпрома» и ЛУКОЙЛа, курс рубля, ставки по вкладам: дайджест","Акционеры ЛУКОЙЛа решили не выплачивать дивиденды за 2021 год. Акции «Газпрома» подешевели на новости о готовящемся повышении НДПИ. Доллар упал ниже ₽54. Заметные события, которые будут влиять на рынки","22 июн 2022, 09:07",События дня,"['GAZP', 'USD/RUB', 'LKOH']","['-1.917', '-1.162', '2.324']","['295.8', '53.15', '4139']"
4116,Акции криптовалютных компаний выросли более чем на 15%,,"21 июн 2022, 20:20",Новости,"['COIN', 'MSTR', 'RIOT']","['12.276', '7.299', '11.966']","['57.53', '179.19', '5.24']"
4117,DocuSign объявила об отставке гендиректора,,"21 июн 2022, 20:08",Новости,"['CRM', 'IBM', 'SHOP']","['2.268', '2.361', '1.944']","['167.72', '137.85', '32.357']"
4118,10 перепроданных акций США. Они сильны по теханализу и показателю бета,"Эксперты отобрали десять самых перепроданных акций американских компаний из индекса S&P 500, которые имеют наибольший потенциал для роста","21 июн 2022, 19:51",Новости,"['NFLX', 'RCL']","['-2.34', '-1.512']","['171.1', '37.12']"
4119,«Лента» провела допэмиссию для оплаты покупки ретейлера «Утконос»,,"21 июн 2022, 19:44",Новости,"['LENT', 'MGNT', 'FIVE']","['-0.798', '-0.114', '-0.776']","['683.5', '4365', '831']"
4120,Акции китайской JD.com упали на 5% на фоне небольшого роста продаж,,"21 июн 2022, 19:08",Новости,"['JD', 'BABA', 'EBAY']","['-2.438', '4.427', '1.117']","['63.63', '107.09', '42.53']"
4121,Акционеры ЛУКОЙЛа приняли решение не выплачивать дивиденды за 2021 год,,"21 июн 2022, 18:46",Новости,"['LKOH', 'ROSN', 'SIBN']","['-3.908', '-2.181', '-1.867']","['4045', '381.3', '444.05']"
4122,Акции «Полюса» подешевели почти на 5%,,"21 июн 2022, 18:27",Новости,"['PLZL', 'LNZL', 'SELG']","['-4.409', '-1.104', '-3.596']","['9777', '8960', '46.38']"
4123,Курс доллара упал ниже ₽54 впервые с июня 2015 года,За доллар дают менее ₽54 впервые с 24 июня 2015 года,"21 июн 2022, 18:16",Новости,"['USD/RUB', 'EUR/USD', 'EUR/RUB']","['-3.335', '-0.899', '-4.397']","['53.775', '1.0475', '56.26']"
4124,«Роснефть» открыла в Оренбуржье два новых месторождения,,"21 июн 2022, 18:11",Новости,"['ROSN', 'BANE', 'RNFT']","['-2.181', '-2.441', '-0.668']","['381.3', '1119', '89.2']"
4125,Минфин предложил повысить НДПИ для «Газпрома» из-за роста цен на газ,,"21 июн 2022, 17:56",Новости,"['GAZP', 'NVTK', 'LKOH']","['-3.334', '2.045', '-3.908']","['301.58', '998', '4045']"
4126,Акции Sunrun выросли на 4% на фоне положительного прогноза Goldman Sachs,,"21 июн 2022, 17:52",Новости,"['GS', 'RUN']","['1.918', '-2.229']","['285.37', '23.25']"
4127,Акции Symbotic взлетели почти на 70% после раскрытия доли Walmart,,"21 июн 2022, 17:42",Новости,"['WMT', 'AMZN', 'BABA']","['3.745', '1.773', '4.427']","['123', '107.9', '107.09']"
4128,Курс евро впервые за 7 лет упал до ₽57,Рубль обновил многолетние максимумы к доллару и евро на фоне приближения налогового периода и высоких цен на сырьевых площадках. В последний раз европейская валюта стоила ₽57 на торгах 28 мая 2015 года,"21 июн 2022, 17:37",Новости,"['EUR/RUB', 'EUR/USD', 'USD/RUB']","['-4.397', '-0.899', '-3.335']","['56.26', '1.0475', '53.775']"
