BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION,CURRENCYID,TRENDCLSPR
TQBR,2023-06-05,ГАЗПРОМ ао,GAZP,84518,4830792453.8,162.58,161.6,164.6,162.7,163.16,162.47,29606900,163.29,163.29,,4307330468.5,4307330468.5,,0,3,SUR,-0.07
SMAL,2023-06-06,ГАЗПРОМ ао,GAZP,44,16632.98,160.66,160.14,163.95,,162.77,163.6,103,,,,0.0,0.0,,0,3,SUR,-0.06
TQBR,2023-06-06,ГАЗПРОМ ао,GAZP,49097,2978118642.4,162.0,161.69,163.85,162.57,162.77,163.16,18296880,162.74,162.74,,2697232672.0,2697232672.0,,0,3,SUR,0.42
SMAL,2023-06-07,ГАЗПРОМ ао,GAZP,50,17211.75,160.61,160.6,166.09,,164.91,165.93,105,,,,0.0,0.0,,0,3,SUR,1.42
TQBR,2023-06-07,ГАЗПРОМ ао,GAZP,100713,5346253301.8,163.2,162.67,165.87,164.42,164.91,164.65,32420190,164.92,164.92,,5064710942.5,5064710942.5,,0,3,SUR,0.91
SMAL,2023-06-08,ГАЗПРОМ ао,GAZP,24,8886.43,162.37,162.37,167.35,,165.85,167.35,54,,,,0.0,0.0,,0,3,SUR,0.86
TQBR,2023-06-08,ГАЗПРОМ ао,GAZP,58271,3588008849.7,164.65,164.14,166.6,166.6,165.85,166.18,21633750,165.81,165.81,,3158996207.6,3158996207.6,,0,3,SUR,0.93
SMAL,2023-06-09,ГАЗПРОМ ао,GAZP,51,12614.27,165.08,164.89,167.39,,166.46,166.81,76,,,,0.0,0.0,,0,3,SUR,-0.32
TQBR,2023-06-09,ГАЗПРОМ ао,GAZP,59367,3452601140.6,166.48,164.94,167.81,165.47,166.46,165.58,20740950,166.67,166.67,,2878888895.8,2878888895.8,,0,3,SUR,-0.36
SMAL,2023-06-13,ГАЗПРОМ ао,GAZP,24,9273.19,165.3,164.31,169.01,,167.31,169.01,56,,,,0.0,0.0,,0,3,SUR,1.32
TQBR,2023-06-13,ГАЗПРОМ ао,GAZP,61500,3902287503.9,165.62,165.62,168.54,168.0,167.31,168.43,23323940,167.1,167.1,,3140634546.8,3140634546.8,,0,3,SUR,1.72
SMAL,2023-06-14,ГАЗПРОМ ао,GAZP,31,10884.68,165.65,165.65,169.3,,168.09,169.1,65,,,,0.0,0.0,,0,3,SUR,0.05
TQBR,2023-06-14,ГАЗПРОМ ао,GAZP,54084,3155474321.9,168.63,167.01,169.38,167.5,168.09,167.88,18772800,168.12,168.12,,2807926594.3,2807926594.3,,0,3,SUR,-0.33
SMAL,2023-06-15,ГАЗПРОМ ао,GAZP,53,22145.2,165.2,165.15,171.92,,169.85,168.8,131,,,,0.0,0.0,,0,3,SUR,-0.18
TQBR,2023-06-15,ГАЗПРОМ ао,GAZP,105112,7662980280.8,168.0,166.66,172.0,171.0,169.85,171.86,45115400,169.69,169.69,,6840063395.6,6840063395.6,,0,3,SUR,2.37
SMAL,2023-06-16,ГАЗПРОМ ао,GAZP,50,19664.2,173.48,168.86,173.48,,170.28,171.05,116,,,,0.0,0.0,,0,3,SUR,1.33
SPEQ,2023-06-16,ГАЗПРОМ ао,GAZP,747,2662001256.0,170.79,170.79,170.79,,,170.79,15586400,,,,0.0,0.0,,0,3,SUR,7.02
TQBR,2023-06-16,ГАЗПРОМ ао,GAZP,67014,4317362648.9,171.85,169.22,172.46,170.48,170.28,169.87,25354110,170.35,170.35,,3598209889.5,3598209889.5,,0,3,SUR,-1.16
SMAL,2023-06-19,ГАЗПРОМ ао,GAZP,40,11219.15,169.51,167.0,173.29,,169.9,169.42,66,,,,0.0,0.0,,0,3,SUR,-0.95
TQBR,2023-06-19,ГАЗПРОМ ао,GAZP,60704,3996430471.4,170.48,168.3,171.5,170.65,169.9,170.19,23524920,169.85,169.85,,3721374662.8,3721374662.8,,0,3,SUR,0.19
SMAL,2023-06-20,ГАЗПРОМ ао,GAZP,42,15750.6,172.33,167.47,172.33,,169.82,168.64,93,,,,0.0,0.0,,0,3,SUR,-0.46
TQBR,2023-06-20,ГАЗПРОМ ао,GAZP,50833,3123816935.2,170.08,168.42,170.97,169.65,169.82,169.64,18394650,169.83,169.83,,2923855893.2,2923855893.2,,0,3,SUR,-0.32
SMAL,2023-06-21,ГАЗПРОМ ао,GAZP,34,9174.74,171.28,168.39,171.5,,170.5,169.41,54,,,,0.0,0.0,,0,3,SUR,0.46
TQBR,2023-06-21,ГАЗПРОМ ао,GAZP,67231,3284523474.6,170.18,169.16,171.78,170.52,170.5,170.2,19263530,170.5,170.5,,2998511641.4,2998511641.4,,0,3,SUR,0.33
SMAL,2023-06-22,ГАЗПРОМ ао,GAZP,45,16153.34,168.8,168.8,172.76,,169.56,169.27,95,,,,0.0,0.0,,0,3,SUR,-0.08
TQBR,2023-06-22,ГАЗПРОМ ао,GAZP,50634,2922961687.2,170.0,167.73,170.55,169.75,169.56,168.41,17241690,170.02,170.02,,1539160564.0,1539160564.0,,0,3,SUR,-1.05
SMAL,2023-06-23,ГАЗПРОМ ао,GAZP,55,26915.75,167.43,166.42,168.87,,167.21,167.2,161,,,,0.0,0.0,,0,3,SUR,-1.22
TQBR,2023-06-23,ГАЗПРОМ ао,GAZP,85166,5222259321.4,168.19,165.21,168.94,168.33,167.21,165.8,31230930,167.75,167.75,,2918784373.0,2918784373.0,,0,3,SUR,-1.55
SMAL,2023-06-26,ГАЗПРОМ ао,GAZP,54,21978.49,165.5,165.5,172.32,,166.97,167.0,131,,,,0.0,0.0,,0,3,SUR,-0.12
TQBR,2023-06-26,ГАЗПРОМ ао,GAZP,65360,4649369384.7,167.52,165.0,168.6,167.01,166.97,166.91,27845180,167.28,167.28,,3043168424.7,3043168424.7,,0,3,SUR,0.67
SMAL,2023-06-27,ГАЗПРОМ ао,GAZP,66,21442.67,164.29,164.26,168.99,,166.72,168.47,129,,,,0.0,0.0,,0,3,SUR,0.88
TQBR,2023-06-27,ГАЗПРОМ ао,GAZP,38248,2322921611.5,167.42,166.0,167.45,166.52,166.72,166.45,13933250,166.79,166.79,,1855730114.8,1855730114.8,,0,3,SUR,-0.28
SMAL,2023-06-28,ГАЗПРОМ ао,GAZP,29,12911.11,163.98,163.98,169.95,,167.36,169.95,77,,,,0.0,0.0,,0,3,SUR,0.88
TQBR,2023-06-28,ГАЗПРОМ ао,GAZP,46842,2811394616.0,166.7,166.05,168.64,168.0,167.36,168.05,16798010,167.28,167.28,,2474311482.7,2474311482.7,,0,3,SUR,0.96
SMAL,2023-06-29,ГАЗПРОМ ао,GAZP,23,9230.08,169.22,166.14,169.44,,168.66,166.25,55,,,,0.0,0.0,,0,3,SUR,-2.18
TQBR,2023-06-29,ГАЗПРОМ ао,GAZP,47763,3100717337.6,168.05,167.5,169.89,168.0,168.66,167.88,18384430,168.71,168.71,,2858453996.4,2858453996.4,,0,3,SUR,-0.1
SMAL,2023-06-30,ГАЗПРОМ ао,GAZP,26,8837.61,165.9,164.86,168.95,,166.9,168.63,53,,,,0.0,0.0,,0,3,SUR,1.43
TQBR,2023-06-30,ГАЗПРОМ ао,GAZP,44103,2618711320.3,167.2,166.3,167.7,167.62,166.9,166.86,15690440,166.88,166.88,,2298133269.8,2298133269.8,,0,3,SUR,-0.61
SMAL,2023-07-03,ГАЗПРОМ ао,GAZP,20,7816.01,165.26,165.25,166.9,,167.17,166.4,47,,,,0.0,0.0,,0,3,SUR,-1.32
TQBR,2023-07-03,ГАЗПРОМ ао,GAZP,34048,1787294640.4,167.29,166.7,167.8,166.75,167.17,166.82,10691490,167.2,167.2,,1637029881.1,1637029881.1,,0,3,SUR,-0.02
SMAL,2023-07-04,ГАЗПРОМ ао,GAZP,55,18505.37,165.33,165.06,169.96,,166.09,166.6,111,,,,0.0,0.0,,0,3,SUR,0.12
TQBR,2023-07-04,ГАЗПРОМ ао,GAZP,43912,2473261128.1,166.9,165.26,167.0,166.4,166.09,165.5,14891330,166.15,166.15,,1977635184.7,1977635184.7,,0,3,SUR,-0.79
SMAL,2023-07-05,ГАЗПРОМ ао,GAZP,28,11458.37,167.0,165.02,168.64,,165.85,168.64,69,,,,0.0,0.0,,0,3,SUR,1.22
TQBR,2023-07-05,ГАЗПРОМ ао,GAZP,42316,2419336044.6,166.01,165.02,166.65,165.35,165.85,165.71,14587340,165.86,165.86,,2130806065.7,2130806065.7,,0,3,SUR,0.13
SMAL,2023-07-06,ГАЗПРОМ ао,GAZP,26,10297.25,169.64,164.82,169.64,,166.67,166.0,62,,,,0.0,0.0,,0,3,SUR,-1.57
TQBR,2023-07-06,ГАЗПРОМ ао,GAZP,41486,2562731173.7,166.0,165.91,167.28,166.98,166.67,166.36,15375700,166.69,166.69,,2295271717.1,2295271717.1,,0,3,SUR,0.39
SMAL,2023-07-07,ГАЗПРОМ ао,GAZP,29,12830.27,166.3,165.01,169.67,,166.27,168.66,77,,,,0.0,0.0,,0,3,SUR,1.6
TQBR,2023-07-07,ГАЗПРОМ ао,GAZP,33786,1703841055.4,166.5,165.8,166.81,166.81,166.27,166.34,10246700,166.24,166.24,,1421236793.8,1421236793.8,,0,3,SUR,-0.01
SMAL,2023-07-10,ГАЗПРОМ ао,GAZP,49,17346.82,165.35,165.01,168.81,,167.68,168.81,104,,,,0.0,0.0,,0,3,SUR,0.09
TQBR,2023-07-10,ГАЗПРОМ ао,GAZP,58922,3273531452.4,167.6,166.93,168.75,167.7,167.68,167.59,19521720,167.7,167.7,,2977758525.0,2977758525.0,,0,3,SUR,0.75
SMAL,2023-07-11,ГАЗПРОМ ао,GAZP,24,10841.84,168.9,166.14,168.9,,168.14,168.82,65,,,,0.0,0.0,,0,3,SUR,0.01
TQBR,2023-07-11,ГАЗПРОМ ао,GAZP,50305,2736663054.8,167.6,167.12,169.0,168.46,168.14,168.85,16276140,168.03,168.03,,2284605453.1,2284605453.1,,0,3,SUR,0.75
SMAL,2023-07-12,ГАЗПРОМ ао,GAZP,50,17819.43,169.66,167.3,170.65,,170.1,170.65,105,,,,0.0,0.0,,0,3,SUR,1.08
TQBR,2023-07-12,ГАЗПРОМ ао,GAZP,60654,4193169568.5,168.99,168.93,170.79,170.45,170.1,170.3,24651530,170.13,170.13,,3610076876.7,3610076876.7,,0,3,SUR,0.86
SMAL,2023-07-13,ГАЗПРОМ ао,GAZP,40,14341.9,169.57,167.05,169.99,,169.38,167.05,85,,,,0.0,0.0,,0,3,SUR,-2.11
TQBR,2023-07-13,ГАЗПРОМ ао,GAZP,60402,3382773769.5,170.51,168.12,170.93,169.03,169.38,168.96,19970470,169.41,169.41,,3139317445.4,3139317445.4,,0,3,SUR,-0.79
SMAL,2023-07-14,ГАЗПРОМ ао,GAZP,32,14029.8,170.49,167.91,170.56,,169.39,170.33,83,,,,0.0,0.0,,0,3,SUR,1.96
TQBR,2023-07-14,ГАЗПРОМ ао,GAZP,47077,2051443195.6,168.56,168.3,170.0,169.84,169.39,169.7,12111020,169.28,169.28,,1584427029.5,1584427029.5,,0,3,SUR,0.44
SMAL,2023-07-17,ГАЗПРОМ ао,GAZP,62,18330.07,170.19,167.72,171.5,,170.43,171.5,108,,,,0.0,0.0,,0,3,SUR,0.69
TQBR,2023-07-17,ГАЗПРОМ ао,GAZP,77483,4191819021.9,169.0,168.61,171.6,170.45,170.43,170.63,24594290,170.43,170.43,,3787698932.1,3787698932.1,,0,3,SUR,0.55
SMAL,2023-07-18,ГАЗПРОМ ао,GAZP,44,19755.23,171.56,169.25,174.4,,173.18,171.26,115,,,,0.0,0.0,,0,3,SUR,-0.14
TQBR,2023-07-18,ГАЗПРОМ ао,GAZP,141748,8254328471.2,171.0,170.67,175.27,174.5,173.18,174.89,47642660,172.97,172.97,,6941668227.8,6941668227.8,,0,3,SUR,2.5
SMAL,2023-07-19,ГАЗПРОМ ао,GAZP,37,13282.76,174.07,171.04,175.59,,173.65,172.99,77,,,,0.0,0.0,,0,3,SUR,1.01
TQBR,2023-07-19,ГАЗПРОМ ао,GAZP,86122,5655707930.7,175.5,172.51,175.7,173.04,173.65,173.04,32568590,173.74,173.74,,4946153892.7,4946153892.7,,0,3,SUR,-1.06
SMAL,2023-07-20,ГАЗПРОМ ао,GAZP,30,10300.59,172.99,170.17,174.49,,171.43,170.17,60,,,,0.0,0.0,,0,3,SUR,-1.63
TQBR,2023-07-20,ГАЗПРОМ ао,GAZP,84637,5008733837.5,172.68,168.55,173.19,171.93,171.43,169.92,29217050,172.07,172.07,,3253854991.5,3253854991.5,,0,3,SUR,-1.8
SMAL,2023-07-21,ГАЗПРОМ ао,GAZP,20,10507.36,170.03,168.27,171.86,,170.94,171.83,62,,,,0.0,0.0,,0,3,SUR,0.98
TQBR,2023-07-21,ГАЗПРОМ ао,GAZP,62474,2874773902.1,170.31,169.77,171.97,171.6,170.94,171.19,16817830,170.88,170.88,,2536786301.2,2536786301.2,,0,3,SUR,0.75
SMAL,2023-07-24,ГАЗПРОМ ао,GAZP,50,18102.14,173.96,169.1,173.96,,171.66,170.31,106,,,,0.0,0.0,,0,3,SUR,-0.88
TQBR,2023-07-24,ГАЗПРОМ ао,GAZP,54863,2620599427.5,171.3,170.69,172.5,171.89,171.66,171.98,15265810,171.63,171.63,,2307459554.6,2307459554.6,,0,3,SUR,0.46
SMAL,2023-07-25,ГАЗПРОМ ао,GAZP,40,17322.15,172.0,170.36,173.97,,172.05,172.39,101,,,,0.0,0.0,,0,3,SUR,1.22
TQBR,2023-07-25,ГАЗПРОМ ао,GAZP,51572,2405104811.2,172.2,171.4,172.7,172.47,172.05,171.86,13979060,172.01,172.01,,1926909784.4,1926909784.4,,0,3,SUR,-0.07
SMAL,2023-07-26,ГАЗПРОМ ао,GAZP,28,12797.96,170.41,169.31,173.0,,171.33,173.0,75,,,,0.0,0.0,,0,3,SUR,0.35
TQBR,2023-07-26,ГАЗПРОМ ао,GAZP,51786,2556725023.8,171.86,170.31,171.93,171.82,171.33,171.35,14922820,171.31,171.31,,2332074682.0,2332074682.0,,0,3,SUR,-0.3
SMAL,2023-07-27,ГАЗПРОМ ао,GAZP,22,6875.63,173.17,171.23,173.17,,172.39,171.25,40,,,,0.0,0.0,,0,3,SUR,-1.01
TQBR,2023-07-27,ГАЗПРОМ ао,GAZP,49736,2926802143.9,171.64,171.35,173.1,172.03,172.39,172.0,16977850,172.42,172.42,,2569289497.2,2569289497.2,,0,3,SUR,0.38
SMAL,2023-07-28,ГАЗПРОМ ао,GAZP,24,10468.49,173.19,170.28,173.19,,171.7,172.75,61,,,,0.0,0.0,,0,3,SUR,0.88
TQBR,2023-07-28,ГАЗПРОМ ао,GAZP,49042,2681350141.6,171.9,170.0,172.4,171.95,171.7,171.44,15616780,171.88,171.88,,1805414132.4,1805414132.4,,0,3,SUR,-0.33
SMAL,2023-07-31,ГАЗПРОМ ао,GAZP,39,21083.37,173.2,168.6,174.28,,173.54,174.28,122,,,,0.0,0.0,,0,3,SUR,0.89
TQBR,2023-07-31,ГАЗПРОМ ао,GAZP,95797,7024189809.6,171.98,171.8,175.14,173.99,173.54,174.33,40474660,173.3,173.3,,5544564462.7,5544564462.7,,0,3,SUR,1.69
SMAL,2023-08-01,ГАЗПРОМ ао,GAZP,42,12310.86,175.1,171.05,180.3,,173.83,175.91,71,,,,0.0,0.0,,0,3,SUR,0.94
TQBR,2023-08-01,ГАЗПРОМ ао,GAZP,109332,6161372616.5,175.1,172.38,175.44,172.8,173.83,173.21,35445070,173.95,173.95,,5408329042.0,5408329042.0,,0,3,SUR,-0.64
SMAL,2023-08-02,ГАЗПРОМ ао,GAZP,66,29421.81,172.75,171.71,175.0,,174.03,174.0,170,,,,0.0,0.0,,0,3,SUR,-1.09
TQBR,2023-08-02,ГАЗПРОМ ао,GAZP,95635,6044974780.8,172.9,172.5,175.21,173.9,174.03,174.07,34736230,174.02,174.02,,5610652822.4,5610652822.4,,0,3,SUR,0.5
SMAL,2023-08-03,ГАЗПРОМ ао,GAZP,41,18308.98,180.43,173.3,180.43,,175.58,177.01,104,,,,0.0,0.0,,0,3,SUR,1.73
TQBR,2023-08-03,ГАЗПРОМ ао,GAZP,127474,10676503645.1,173.94,173.15,177.35,176.63,175.58,177.1,60808220,175.42,175.42,,9490498712.1,9490498712.1,,0,3,SUR,1.74
SMAL,2023-08-04,ГАЗПРОМ ао,GAZP,70,36926.83,174.41,173.09,179.98,,175.62,176.98,210,,,,0.0,0.0,,0,3,SUR,-0.02
TQBR,2023-08-04,ГАЗПРОМ ао,GAZP,187538,11591545451.3,177.0,172.8,177.88,174.23,175.62,173.46,65999320,175.91,175.91,,10132819486.8,10132819486.8,,0,3,SUR,-2.06
SMAL,2023-08-07,ГАЗПРОМ ао,GAZP,39,17971.86,175.35,165.51,178.9,,173.82,173.42,104,,,,0.0,0.0,,0,3,SUR,-2.01
TQBR,2023-08-07,ГАЗПРОМ ао,GAZP,98483,5539635758.6,174.25,171.05,175.3,172.53,173.82,172.52,31870860,174.16,174.16,,4311704959.1,4311704959.1,,0,3,SUR,-0.54
SMAL,2023-08-08,ГАЗПРОМ ао,GAZP,42,12853.6,179.78,170.0,179.87,,172.0,179.71,74,,,,0.0,0.0,,0,3,SUR,3.63
TQBR,2023-08-08,ГАЗПРОМ ао,GAZP,91230,5004210662.0,172.2,170.6,173.64,172.1,172.0,172.71,29094830,171.96,171.96,,4655085050.6,4655085050.6,,0,3,SUR,0.11
SMAL,2023-08-09,ГАЗПРОМ ао,GAZP,38,14851.73,173.0,171.01,179.39,,173.53,172.1,86,,,,0.0,0.0,,0,3,SUR,-4.23
TQBR,2023-08-09,ГАЗПРОМ ао,GAZP,70969,5480719725.2,173.5,171.69,175.0,173.3,173.53,174.51,31584180,173.48,173.48,,4899520724.8,4899520724.8,,0,3,SUR,1.04
SMAL,2023-08-10,ГАЗПРОМ ао,GAZP,30,10005.58,176.5,174.01,178.84,,176.28,175.12,57,,,,0.0,0.0,,0,3,SUR,1.75
TQBR,2023-08-10,ГАЗПРОМ ао,GAZP,134903,8970249139.0,175.22,175.0,177.1,176.48,176.28,176.65,50886330,176.28,176.28,,8061390673.9,8061390673.9,,0,3,SUR,1.23
SMAL,2023-08-11,ГАЗПРОМ ао,GAZP,28,10004.22,179.4,174.23,179.4,,175.97,177.5,57,,,,0.0,0.0,,0,3,SUR,1.36
TQBR,2023-08-11,ГАЗПРОМ ао,GAZP,71103,4146308484.7,176.79,175.21,177.0,175.5,175.97,176.35,23562150,175.95,175.95,,3535409466.6,3535409466.6,,0,3,SUR,-0.17
SMAL,2023-08-14,ГАЗПРОМ ао,GAZP,65,39454.21,179.0,172.77,184.61,,180.25,177.0,219,,,,0.0,0.0,,0,3,SUR,-0.28
TQBR,2023-08-14,ГАЗПРОМ ао,GAZP,355910,29453624603.7,178.0,175.53,183.89,177.0,180.25,177.09,163423360,180.6,180.6,,26470381433.1,26470381433.1,,0,3,SUR,0.42
SMAL,2023-08-15,ГАЗПРОМ ао,GAZP,29,13412.62,173.81,173.8,181.89,,177.31,179.76,76,,,,0.0,0.0,,0,3,SUR,1.56
TQBR,2023-08-15,ГАЗПРОМ ао,GAZP,163317,12507148707.9,175.53,175.02,179.35,176.11,177.31,176.16,70539510,177.42,177.42,,11420471297.3,11420471297.3,,0,3,SUR,-0.53
SMAL,2023-08-16,ГАЗПРОМ ао,GAZP,34,12491.68,181.97,171.99,181.97,,174.36,174.9,72,,,,0.0,0.0,,0,3,SUR,-2.7
TQBR,2023-08-16,ГАЗПРОМ ао,GAZP,115865,8505810501.1,176.23,172.9,177.1,173.82,174.36,174.14,48782530,174.38,174.38,,7977406608.3,7977406608.3,,0,3,SUR,-1.15
SMAL,2023-08-17,ГАЗПРОМ ао,GAZP,24,6749.03,175.0,170.27,177.9,,173.83,174.13,39,,,,0.0,0.0,,0,3,SUR,-0.44
TQBR,2023-08-17,ГАЗПРОМ ао,GAZP,60041,4488848628.6,174.71,172.8,174.95,173.75,173.83,174.14,25823720,173.82,173.82,,4031280116.0,4031280116.0,,0,3,SUR,0.0
SMAL,2023-08-18,ГАЗПРОМ ао,GAZP,16,5375.65,173.59,172.26,177.99,,174.3,173.16,31,,,,0.0,0.0,,0,3,SUR,-0.56
TQBR,2023-08-18,ГАЗПРОМ ао,GAZP,57968,3387532671.2,174.3,173.12,175.71,175.2,174.3,175.48,19434880,173.96,173.96,,2491436602.3,2491436602.3,,0,3,SUR,0.77
SMAL,2023-08-21,ГАЗПРОМ ао,GAZP,31,14561.35,179.97,172.11,179.97,,176.68,176.77,83,,,,0.0,0.0,,0,3,SUR,2.08
TQBR,2023-08-21,ГАЗПРОМ ао,GAZP,73473,4779109574.0,176.23,175.76,177.7,176.25,176.68,176.36,27050170,176.71,176.71,,4358675548.1,4358675548.1,,0,3,SUR,0.5
SMAL,2023-08-22,ГАЗПРОМ ао,GAZP,14,7708.8,178.48,173.47,178.48,,175.99,175.24,44,,,,0.0,0.0,,0,3,SUR,-0.87
TQBR,2023-08-22,ГАЗПРОМ ао,GAZP,51243,3203139946.6,176.4,175.18,177.0,176.25,175.99,176.48,18200810,175.91,175.91,,2627289561.2,2627289561.2,,0,3,SUR,0.07
SMAL,2023-08-23,ГАЗПРОМ ао,GAZP,19,10990.3,172.69,172.68,178.72,,174.94,175.74,63,,,,0.0,0.0,,0,3,SUR,0.29
TQBR,2023-08-23,ГАЗПРОМ ао,GAZP,75795,5089357043.1,176.79,173.02,176.93,174.82,174.94,173.65,29092300,175.49,175.49,,3318834902.6,3318834902.6,,0,3,SUR,-1.6
SMAL,2023-08-24,ГАЗПРОМ ао,GAZP,29,14276.16,174.8,173.43,178.58,,174.49,175.0,82,,,,0.0,0.0,,0,3,SUR,-0.42
TQBR,2023-08-24,ГАЗПРОМ ао,GAZP,46008,2907697198.1,174.05,173.62,175.92,175.2,174.49,174.97,16660510,174.34,174.34,,2336399239.5,2336399239.5,,0,3,SUR,0.76
SMAL,2023-08-25,ГАЗПРОМ ао,GAZP,21,13247.24,174.5,173.24,176.68,,174.69,176.68,76,,,,0.0,0.0,,0,3,SUR,0.96
TQBR,2023-08-25,ГАЗПРОМ ао,GAZP,42412,2952795921.0,175.05,174.11,175.35,175.19,174.69,174.7,16900260,174.68,174.68,,2551701494.1,2551701494.1,,0,3,SUR,-0.15
SMAL,2023-08-28,ГАЗПРОМ ао,GAZP,12,5639.26,176.93,175.27,177.72,,176.06,177.7,32,,,,0.0,0.0,,0,3,SUR,0.58
TQBR,2023-08-28,ГАЗПРОМ ао,GAZP,75950,4454081239.0,174.75,174.75,176.8,176.35,176.06,176.2,25295280,176.03,176.03,,3793380216.2,3793380216.2,,0,3,SUR,0.86
SMAL,2023-08-29,ГАЗПРОМ ао,GAZP,48,24763.48,176.31,172.03,181.79,,179.24,179.92,140,,,,0.0,0.0,,0,3,SUR,1.25
TQBR,2023-08-29,ГАЗПРОМ ао,GAZP,196692,17986727500.7,176.39,175.5,181.37,179.3,179.24,178.69,100349910,179.18,179.18,,13818348293.4,13818348293.4,,0,3,SUR,1.41
SMAL,2023-08-30,ГАЗПРОМ ао,GAZP,29,16878.8,177.25,175.07,178.93,,177.68,177.66,96,,,,0.0,0.0,,0,3,SUR,-1.26
TQBR,2023-08-30,ГАЗПРОМ ао,GAZP,89815,6659191613.3,178.9,176.77,178.9,177.21,177.68,177.47,37475940,177.71,177.71,,6144124414.4,6144124414.4,,0,3,SUR,-0.68
SMAL,2023-08-31,ГАЗПРОМ ао,GAZP,13,8317.03,177.7,176.11,179.72,,178.06,176.4,47,,,,0.0,0.0,,0,3,SUR,-0.71
TQBR,2023-08-31,ГАЗПРОМ ао,GAZP,120188,4695808686.6,178.0,177.15,179.14,177.94,178.06,177.99,26372180,178.07,178.07,,4317177801.8,4317177801.8,,0,3,SUR,0.29
SMAL,2023-09-01,ГАЗПРОМ ао,GAZP,6,2834.98,176.44,176.44,178.98,,178.21,178.98,16,,,,0.0,0.0,,0,3,SUR,1.46
TQBR,2023-09-01,ГАЗПРОМ ао,GAZP,73099,3068401539.0,178.0,177.6,178.85,178.85,178.21,178.22,17217010,178.19,178.19,,2611399414.1,2611399414.1,,0,3,SUR,0.13
SMAL,2023-09-04,ГАЗПРОМ ао,GAZP,27,20316.91,181.71,174.06,181.99,,180.36,181.95,114,,,,0.0,0.0,,0,3,SUR,1.66
TQBR,2023-09-04,ГАЗПРОМ ао,GAZP,129653,8351929456.2,179.31,178.84,181.81,180.91,180.36,181.11,46306690,180.24,180.24,,6841440981.4,6841440981.4,,0,3,SUR,1.62
SMAL,2023-09-05,ГАЗПРОМ ао,GAZP,38,23743.01,182.43,179.12,182.43,,181.03,181.08,132,,,,0.0,0.0,,0,3,SUR,-0.48
TQBR,2023-09-05,ГАЗПРОМ ао,GAZP,129799,10377698991.9,181.2,179.0,182.8,179.8,181.03,182.48,57327070,180.69,180.69,,6630466171.3,6630466171.3,,0,3,SUR,0.76
SMAL,2023-09-06,ГАЗПРОМ ао,GAZP,24,14865.01,182.97,180.01,183.28,,182.37,182.84,82,,,,0.0,0.0,,0,3,SUR,0.97
TQBR,2023-09-06,ГАЗПРОМ ао,GAZP,135318,8324748395.5,183.19,180.63,184.0,181.32,182.37,180.96,45647780,182.56,182.56,,7185302104.4,7185302104.4,,0,3,SUR,-0.83
SMAL,2023-09-07,ГАЗПРОМ ао,GAZP,49,28410.78,183.95,170.02,183.96,,178.81,178.0,159,,,,0.0,0.0,,0,3,SUR,-2.65
TQBR,2023-09-07,ГАЗПРОМ ао,GAZP,132197,9210536988.3,180.95,176.5,181.68,177.05,178.81,177.64,51507780,178.91,178.91,,8513501645.9,8513501645.9,,0,3,SUR,-1.83
SMAL,2023-09-08,ГАЗПРОМ ао,GAZP,31,9547.03,179.0,173.09,181.86,,176.29,175.96,54,,,,0.0,0.0,,0,3,SUR,-1.15
TQBR,2023-09-08,ГАЗПРОМ ао,GAZP,75978,5390934877.5,177.94,175.51,178.17,175.7,176.29,175.95,30580330,176.31,176.31,,4992043570.1,4992043570.1,,0,3,SUR,-0.95
SMAL,2023-09-11,ГАЗПРОМ ао,GAZP,20,11916.72,175.0,173.75,180.59,,175.54,175.0,68,,,,0.0,0.0,,0,3,SUR,-0.55
TQBR,2023-09-11,ГАЗПРОМ ао,GAZP,69154,4728843541.2,176.02,174.02,177.44,175.2,175.54,174.64,26939270,175.75,175.75,,3904385567.4,3904385567.4,,0,3,SUR,-0.74
SMAL,2023-09-12,ГАЗПРОМ ао,GAZP,22,10941.84,176.0,174.99,181.79,,175.92,181.79,62,,,,0.0,0.0,,0,3,SUR,3.88
TQBR,2023-09-12,ГАЗПРОМ ао,GAZP,71883,4095738663.9,175.23,174.8,177.7,176.5,175.92,177.62,23280280,175.62,175.62,,3216595027.2,3216595027.2,,0,3,SUR,1.71
SMAL,2023-09-13,ГАЗПРОМ ао,GAZP,23,8817.76,177.5,175.93,178.25,,175.76,175.93,50,,,,0.0,0.0,,0,3,SUR,-3.22
TQBR,2023-09-13,ГАЗПРОМ ао,GAZP,67192,4202466729.0,177.8,174.3,178.0,174.57,175.76,174.94,23907000,175.91,175.91,,3701933501.4,3701933501.4,,0,3,SUR,-1.51
SMAL,2023-09-14,ГАЗПРОМ ао,GAZP,18,8861.6,174.35,172.01,175.96,,173.93,173.9,51,,,,0.0,0.0,,0,3,SUR,-1.15
TQBR,2023-09-14,ГАЗПРОМ ао,GAZP,93919,6138757899.7,175.25,173.06,175.39,174.7,173.93,173.52,35295220,173.92,173.92,,5632268891.8,5632268891.8,,0,3,SUR,-0.81
